ticker,entry_time,exit_time,entry_price,exit_price,shares,entry_value,exit_value,pnl_dollars,pnl_pct,entry_pattern,exit_reason,confidence,hold_time_minutes,max_price,max_price_pct,capture_rate
OMH,2026-01-12 10:12:00-05:00,2026-01-12 11:00:00-05:00,1.44,1.73,1000,1440.0,1730.0,290.0,20.13888888888889,Strong_Bullish_Setup,Profit target reached at $1.7280,85.0,48.0,1.75,21.527777777777782,93.54838709677418
