ticker,entry_time,exit_time,entry_price,exit_price,shares,entry_value,exit_value,pnl,pnl_pct,entry_pattern,exit_reason,confidence,hold_time_minutes,max_price,max_price_time,potential_profit_pct,missed_profit_pct
SOGP,2026-01-12 09:34:00-05:00,2026-01-12 09:40:00-05:00,17.72,16.9,1000,17720.0,16900.0,-820.0,-4.6275395033860045,MACD_Bullish_Cross,Bearish reversal pattern detected,0.75,6.0,17.8,2026-01-12 09:36:00-05:00,0.45146726862303527,5.0790067720090395
