ticker,entry_time,exit_time,entry_price,exit_price,shares,entry_value,exit_value,pnl_dollars,pnl_pct,entry_pattern,exit_reason,confidence,hold_time_minutes,max_price,max_price_pct,capture_rate
ATON,2026-01-12 16:47:00-05:00,2026-01-12 17:50:00-05:00,1.54,2.0,1.8189894035458565e-09,2.801243681460619e-09,3.637978807091713e-09,8.36735125631094e-10,29.87012987012987,Golden_Cross,OPEN POSITION,70.0,63.0,2.31,50.0,0
