timestamp,open,high,low,close,volume
2025-12-01 13:42:00-05:00,0.6871,0.6871,0.686,0.686,621
2025-12-01 14:00:00-05:00,0.6751,0.6751,0.6751,0.6751,2460
2025-12-01 14:31:00-05:00,0.68,0.68,0.68,0.68,2450
2025-12-01 14:49:00-05:00,0.6627,0.6627,0.6627,0.6627,1157
2025-12-01 15:06:00-05:00,0.6627,0.6628,0.6627,0.6628,1547
2025-12-01 15:09:00-05:00,0.6701,0.6701,0.6701,0.6701,1247
2025-12-01 15:21:00-05:00,0.672,0.672,0.672,0.672,680
2025-12-01 15:42:00-05:00,0.6628,0.6628,0.6628,0.6628,8812
2025-12-01 15:43:00-05:00,0.6674,0.6674,0.6674,0.6674,250
2025-12-01 15:45:00-05:00,0.6627,0.6627,0.6627,0.6627,1025
2025-12-01 15:53:00-05:00,0.671,0.671,0.671,0.671,519
2025-12-01 16:00:00-05:00,0.6981,0.6981,0.6981,0.6981,4870
2025-12-01 16:11:00-05:00,0.69,0.69,0.69,0.69,1000
2025-12-01 16:13:00-05:00,0.6899,0.6899,0.6899,0.6899,1000
2025-12-01 16:14:00-05:00,0.6899,0.69,0.6875,0.6875,18823
2025-12-01 16:15:00-05:00,0.6801,0.6801,0.68,0.68,2900
2025-12-01 16:16:00-05:00,0.68,0.68,0.68,0.68,73
2025-12-01 16:17:00-05:00,0.71,0.75,0.7,0.7434,9156
2025-12-01 16:18:00-05:00,0.7497,0.78,0.72,0.7705,8101
2025-12-01 16:19:00-05:00,0.78,0.8075,0.745,0.7851,12213
2025-12-01 16:20:00-05:00,0.7968,0.8075,0.7599,0.78,27180
2025-12-01 16:21:00-05:00,0.7997,0.7997,0.74,0.7748,24500
2025-12-01 16:22:00-05:00,0.7699,0.7748,0.7549,0.7748,1574
2025-12-01 16:23:00-05:00,0.7747,0.7747,0.7594,0.7594,979
2025-12-01 16:24:00-05:00,0.74,0.75,0.7399,0.75,2610
2025-12-01 16:25:00-05:00,0.7725,0.7746,0.7725,0.7735,864
