timestamp,open,high,low,close,volume
2026-01-06 12:54:00-05:00,0.8525,0.8525,0.85,0.85,5200
2026-01-06 12:55:00-05:00,0.85,0.85,0.85,0.85,110
2026-01-06 12:56:00-05:00,0.855,0.855,0.855,0.855,130
2026-01-06 12:57:00-05:00,0.8406,0.8406,0.8406,0.8406,2097
2026-01-06 12:58:00-05:00,0.81,0.81,0.81,0.81,4137
2026-01-06 12:59:00-05:00,0.8473,0.8473,0.8473,0.8473,317
2026-01-06 13:09:00-05:00,0.82,0.82,0.802,0.802,5832
2026-01-06 13:11:00-05:00,0.816,0.816,0.816,0.816,10168
2026-01-06 13:12:00-05:00,0.802,0.802,0.802,0.802,300
2026-01-06 13:13:00-05:00,0.83,0.83,0.83,0.83,1998
2026-01-06 13:17:00-05:00,0.83,0.83,0.8165,0.8165,6124
2026-01-06 13:19:00-05:00,0.8187,0.83,0.8187,0.83,200
2026-01-06 13:20:00-05:00,0.83,0.83,0.83,0.83,1800
2026-01-06 13:21:00-05:00,0.83,0.83,0.829,0.829,200
2026-01-06 13:24:00-05:00,0.829,0.83,0.829,0.83,1980
2026-01-06 13:26:00-05:00,0.8347,0.8347,0.8347,0.8347,5698
2026-01-06 13:28:00-05:00,0.8404,0.8504,0.8404,0.8504,2700
2026-01-06 13:29:00-05:00,0.8437,0.8437,0.8437,0.8437,200
2026-01-06 13:32:00-05:00,0.8504,0.8504,0.8504,0.8504,1397
2026-01-06 13:33:00-05:00,0.8487,0.8492,0.8482,0.8492,4483
2026-01-06 13:34:00-05:00,0.8483,0.8483,0.8483,0.8483,200
2026-01-06 13:35:00-05:00,0.8483,0.8483,0.8483,0.8483,800
2026-01-06 13:37:00-05:00,0.8483,0.8483,0.8483,0.8483,1800
2026-01-06 13:41:00-05:00,0.8483,0.8483,0.8483,0.8483,600
2026-01-06 13:45:00-05:00,0.8483,0.8586,0.8483,0.8534,3451
2026-01-06 13:51:00-05:00,0.8534,0.8534,0.8534,0.8534,191
2026-01-06 13:53:00-05:00,0.8586,0.8586,0.8586,0.8586,801
2026-01-06 13:54:00-05:00,0.8534,0.8586,0.8482,0.8482,5250
2026-01-06 13:55:00-05:00,0.856,0.8686,0.856,0.8686,2306
2026-01-06 13:56:00-05:00,0.8685,0.8686,0.8685,0.8686,774
2026-01-06 14:00:00-05:00,0.8686,0.8686,0.8686,0.8686,100
2026-01-06 14:02:00-05:00,0.8658,0.8658,0.8658,0.8658,100
2026-01-06 14:03:00-05:00,0.8658,0.8658,0.8658,0.8658,121
2026-01-06 14:04:00-05:00,0.8658,0.8658,0.8658,0.8658,100
2026-01-06 14:06:00-05:00,0.8685,0.8685,0.8685,0.8685,2810
2026-01-06 14:07:00-05:00,0.8657,0.8657,0.8657,0.8657,889
2026-01-06 14:09:00-05:00,0.8657,0.8657,0.863,0.863,815
2026-01-06 14:11:00-05:00,0.8683,0.8683,0.8683,0.8683,245
2026-01-06 14:12:00-05:00,0.863,0.863,0.863,0.863,700
2026-01-06 14:13:00-05:00,0.8656,0.8656,0.8656,0.8656,100
2026-01-06 14:14:00-05:00,0.8656,0.8656,0.8656,0.8656,100
2026-01-06 14:16:00-05:00,0.8658,0.8669,0.8635,0.8655,3733
2026-01-06 14:17:00-05:00,0.8655,0.868,0.8655,0.868,3250
2026-01-06 14:18:00-05:00,0.8655,0.8655,0.8655,0.8655,150
2026-01-06 14:19:00-05:00,0.8665,0.8665,0.8665,0.8665,155
2026-01-06 14:20:00-05:00,0.8655,0.8655,0.8655,0.8655,208
2026-01-06 14:21:00-05:00,0.8655,0.8655,0.8655,0.8655,100
2026-01-06 14:22:00-05:00,0.8679,0.8679,0.8679,0.8679,700
2026-01-06 14:23:00-05:00,0.8655,0.8655,0.8655,0.8655,100
2026-01-06 14:25:00-05:00,0.8655,0.8655,0.8655,0.8655,188
2026-01-06 14:26:00-05:00,0.8655,0.8666,0.8655,0.8666,1234
2026-01-06 14:28:00-05:00,0.8666,0.8666,0.8655,0.8655,11374
2026-01-06 14:31:00-05:00,0.8658,0.8658,0.8658,0.8658,585
2026-01-06 14:54:00-05:00,0.8659,0.8659,0.8659,0.8659,1689
2026-01-06 14:55:00-05:00,0.8656,0.8656,0.8656,0.8656,277
2026-01-06 14:59:00-05:00,0.8657,0.8657,0.8657,0.8657,147
2026-01-06 15:06:00-05:00,0.855,0.855,0.855,0.855,451
2026-01-06 15:12:00-05:00,0.8659,0.8659,0.8659,0.8659,304
2026-01-06 15:13:00-05:00,0.8659,0.8659,0.855,0.855,500
2026-01-06 15:14:00-05:00,0.8555,0.8639,0.855,0.855,7745
2026-01-06 15:17:00-05:00,0.8555,0.8555,0.8555,0.8555,805
2026-01-06 15:26:00-05:00,0.8659,0.8659,0.855,0.855,7720
2026-01-06 15:28:00-05:00,0.855,0.855,0.855,0.855,1116
2026-01-06 15:29:00-05:00,0.8659,0.8659,0.8659,0.8659,600
2026-01-06 15:31:00-05:00,0.855,0.876,0.855,0.876,23178
2026-01-06 15:32:00-05:00,0.855,0.876,0.855,0.876,3100
2026-01-06 15:33:00-05:00,0.855,0.855,0.855,0.855,100
2026-01-06 15:35:00-05:00,0.855,0.855,0.855,0.855,100
2026-01-06 15:36:00-05:00,0.855,0.855,0.855,0.855,1500
2026-01-06 15:37:00-05:00,0.855,0.855,0.855,0.855,100
2026-01-06 15:38:00-05:00,0.856,0.876,0.856,0.876,989
2026-01-06 15:39:00-05:00,0.8655,0.876,0.855,0.8655,5930
2026-01-06 15:40:00-05:00,0.8655,0.8655,0.863,0.8655,2700
2026-01-06 15:43:00-05:00,0.8655,0.8655,0.8655,0.8655,131
2026-01-06 15:44:00-05:00,0.8655,0.8759,0.8655,0.8759,989
2026-01-06 15:45:00-05:00,0.8655,0.8655,0.8655,0.8655,1494
2026-01-06 15:46:00-05:00,0.8655,0.8655,0.8655,0.8655,300
2026-01-06 15:47:00-05:00,0.8655,0.8655,0.8655,0.8655,292
2026-01-06 15:48:00-05:00,0.855,0.8755,0.855,0.8755,4948
2026-01-06 15:49:00-05:00,0.8755,0.901,0.85,0.8643,1748
2026-01-06 15:50:00-05:00,0.8785,0.8785,0.8785,0.8785,165
2026-01-06 15:51:00-05:00,0.8785,0.9094,0.8785,0.9094,4904
2026-01-06 15:52:00-05:00,0.9128,0.9128,0.8952,0.91,1238
2026-01-06 15:53:00-05:00,0.9339,0.935,0.92,0.92,3881
2026-01-06 15:55:00-05:00,0.9399,0.9399,0.9399,0.9399,774
2026-01-06 16:00:00-05:00,0.92,0.92,0.9002,0.9002,1826
2026-01-06 16:05:00-05:00,0.9002,0.9182,0.9002,0.9002,13
2026-01-06 16:06:00-05:00,0.9255,0.9255,0.9255,0.9255,1
2026-01-06 16:11:00-05:00,0.9002,0.9002,0.9002,0.9002,1
2026-01-06 16:55:00-05:00,0.9182,0.9399,0.9182,0.9399,34
2026-01-06 17:04:00-05:00,0.9399,0.9399,0.9399,0.9399,1100
