entry_time,entry_price,exit_time,exit_price,exit_reason,pattern,confidence,hold_time_min,pnl_pct,pnl_dollars,max_price,max_profit_pct,capture_rate
2026-01-09 07:08:00-05:00,14.84,2026-01-09 08:06:00-05:00,15.0,Strong Reversal (3 signals),Consolidation_Breakout,0.82,58.0,1.078167115902966,0.16000000000000014,15.31,3.167115902964964,34.04255319148935
2026-01-09 08:24:00-05:00,14.98,2026-01-09 08:44:00-05:00,15.01,Strong Reversal (3 signals),Strong_Bullish_Setup,0.85,20.0,0.20026702269692495,0.02999999999999936,15.13,1.0013351134846484,19.999999999999527
2026-01-09 08:57:00-05:00,15.0,2026-01-09 09:18:00-05:00,14.86,Strong Reversal (3 signals),MACD_Bullish_Cross,0.75,21.0,-0.933333333333337,-0.14000000000000057,15.05,0.3333333333333381,-279.9999999999971
2026-01-09 09:26:00-05:00,14.97,2026-01-09 09:46:00-05:00,15.37,Strong Reversal (4 signals),MACD_Bullish_Cross,0.75,20.0,2.6720106880427426,0.3999999999999986,16.28,8.750835003340015,30.534351145038052
2026-01-09 10:00:00-05:00,15.55,2026-01-09 11:07:00-05:00,17.1,Strong Reversal (3 signals),Strong_Bullish_Setup,0.85,67.0,9.967845659163991,1.5500000000000007,17.41,11.96141479099678,83.3333333333334
2026-01-09 11:17:00-05:00,17.75,2026-01-09 11:48:00-05:00,17.72,Strong Reversal (3 signals),Strong_Bullish_Setup,0.85,31.0,-0.16901408450704866,-0.030000000000001137,18.1,1.971830985915501,-8.57142857142886
2026-01-09 12:03:00-05:00,17.73,2026-01-09 12:52:00-05:00,18.25,Strong Reversal (3 signals),Strong_Bullish_Setup,0.85,49.0,2.932882120699377,0.5199999999999996,18.4,3.7789058093626515,77.6119402985076
2026-01-09 13:03:00-05:00,18.21,2026-01-09 13:45:00-05:00,18.17,Strong Reversal (3 signals),Consolidation_Breakout,0.82,42.0,-0.2196595277320107,-0.03999999999999915,18.45,1.3179571663920835,-16.666666666666423
2026-01-09 14:04:00-05:00,17.86,2026-01-09 14:40:00-05:00,18.02,Strong Reversal (3 signals),Consolidation_Breakout,0.82,36.0,0.8958566629339314,0.16000000000000014,18.15,1.6237402015677445,55.17241379310366
2026-01-09 14:49:00-05:00,18.09,2026-01-09 15:12:00-05:00,18.3,Strong Reversal (3 signals),MACD_Bullish_Cross,0.75,23.0,1.1608623548922103,0.21000000000000085,18.43,1.8794914317302367,61.76470588235322
2026-01-09 15:28:00-05:00,18.01,2026-01-09 16:19:00-05:00,19.2,Strong Reversal (3 signals),Consolidation_Breakout,0.82,51.0,6.607440310938355,1.1899999999999977,20.2,12.159911160466393,54.33789954337895
2026-01-09 16:36:00-05:00,19.1,2026-01-09 16:56:00-05:00,18.9,Strong Reversal (3 signals),Consolidation_Breakout,0.82,20.0,-1.0471204188481824,-0.20000000000000284,19.24,0.7329842931937016,-142.85714285714795
2026-01-09 17:03:00-05:00,19.0,2026-01-09 17:48:00-05:00,19.29,Strong Reversal (3 signals),MACD_Bullish_Cross,0.75,45.0,1.5263157894736799,0.28999999999999915,19.55,2.894736842105267,52.72727272727251
2026-01-09 18:05:00-05:00,19.3,2026-01-09 18:34:00-05:00,19.42,Strong Reversal (3 signals),MACD_Bullish_Cross,0.75,29.0,0.6217616580310932,0.120000000000001,19.5,1.0362694300518096,60.00000000000072
2026-01-09 18:47:00-05:00,19.4,2026-01-09 19:29:00-05:00,19.38,Strong Reversal (3 signals),Consolidation_Breakout,0.82,42.0,-0.10309278350515245,-0.019999999999999574,19.5,0.5154639175257806,-19.99999999999929
2026-01-09 19:47:00-05:00,19.46,2026-01-09 20:00:00-05:00,19.3,End of Day,MACD_Bullish_Cross,0.75,13.0,-0.8221993833504632,-0.16000000000000014,19.5,0.20554984583761124,0.0
